employee_id,name,branch_id,role,hire_date,salary,hire_year,hire_month,hire_day,salarys
376,Ajay Martinez,66,Loan Officer,2002-03-16,139862,2002,3,16,False
377,Michael Sharma,19,Loan Officer,2003-04-17,113781,2003,4,17,False
378,Divya Sharma,116,Teller,2024-02-18,121553,2024,2,18,False
379,Thomas Davis,108,Branch Manager,2013-03-16,105331,2013,3,16,False
380,Sneha Johnson,121,Teller,2011-10-08,79548,2011,10,8,False
381,Charles Nair,115,Teller,2017-06-20,138488,2017,6,20,False
382,Divya Sharma,47,Teller,2016-01-07,161589,2016,1,7,False
383,Meera Sharma,11,Compliance Officer,2015-08-05,135200,2015,8,5,False
384,Divya Davis,140,Teller,2000-08-03,145369,2000,8,3,False
385,Kiran Joshi,74,Loan Officer,2014-01-08,154212,2014,1,8,False
386,Kiran Mehta,15,Teller,2007-01-31,83838,2007,1,31,False
387,Patricia Gupta,140,Relationship Manager,2020-07-11,37507,2020,7,11,False
388,David Miller,150,Customer Service,2012-11-04,79310,2012,11,4,False
389,Rahul Bose,67,Relationship Manager,2003-02-22,142752,2003,2,22,False
390,Sneha Desai,116,Teller,2022-07-10,151989,2022,7,10,False
391,John Smith,6,Teller,2007-03-24,106091,2007,3,24,False
392,Patricia Joshi,14,Customer Service,2006-11-24,146345,2006,11,24,False
393,Rohan Singh,42,Teller,2023-10-18,39353,2023,10,18,False
394,Vikram Williams,99,Relationship Manager,2019-09-14,125907,2019,9,14,False
395,Michael Chopra,21,Relationship Manager,2021-11-04,131209,2021,11,4,False
396,Linda Brown,6,Loan Officer,2016-10-30,105191,2016,10,30,False
397,Jennifer Johnson,101,Compliance Officer,2023-02-21,136914,2023,2,21,False
398,Amit Brown,116,Customer Service,2002-12-06,102703,2002,12,6,False
399,James Patel,111,Teller,2015-04-01,107591,2015,4,1,False
400,Amit Mehta,120,Loan Officer,2007-06-16,119802,2007,6,16,False
401,Karen Gupta,121,Teller,2010-02-15,148657,2010,2,15,False
402,Karen Brown,91,Relationship Manager,2006-01-17,65803,2006,1,17,False
403,Arjun Garcia,78,Teller,2005-03-18,73637,2005,3,18,False
404,Rohan Chatterjee,129,Teller,2011-03-31,91664,2011,3,31,False
405,Rahul Pillai,53,Customer Service,2023-05-04,58689,2023,5,4,False
406,Sanjay Chopra,15,Teller,2016-02-23,78801,2016,2,23,False
407,Deepak Brown,113,Teller,2008-11-17,81311,2008,11,17,False
408,Divya Bose,42,Customer Service,2011-01-06,75764,2011,1,6,False
409,Rohan Singh,147,Teller,2013-06-19,90327,2013,6,19,False
410,Anita Nair,63,Loan Officer,2006-03-20,104726,2006,3,20,False
411,Elizabeth Jones,128,Teller,2013-03-31,133781,2013,3,31,False
412,Sneha Menon,7,Teller,2006-03-07,74046,2006,3,7,False
413,Jennifer Patel,99,Teller,2014-11-08,156519,2014,11,8,False
414,Kiran Johnson,68,Customer Service,2018-01-01,100872,2018,1,1,False
415,Ritu Miller,70,Compliance Officer,2013-03-13,137579,2013,3,13,False
416,Robert Gupta,40,Teller,2007-06-03,45450,2007,6,3,False
417,Divya Johnson,146,Compliance Officer,2014-02-02,54446,2014,2,2,False
418,Robert Martinez,59,Customer Service,2020-02-28,96941,2020,2,28,False
419,Rahul Iyer,128,Customer Service,2005-08-21,83664,2005,8,21,False
420,Patricia Pillai,64,Customer Service,2014-08-09,103410,2014,8,9,False
421,Anita Williams,8,Customer Service,2017-04-17,52078,2017,4,17,False
422,Neha Rao,132,Relationship Manager,2008-03-03,99988,2008,3,3,False
423,Rahul Joshi,28,Loan Officer,2009-11-06,132382,2009,11,6,False
424,Sarah Bose,41,Branch Manager,2022-08-04,138725,2022,8,4,False
425,Deepak Joshi,130,Teller,2009-03-28,65722,2009,3,28,False
426,Sanjay Garcia,135,Teller,2015-03-16,80353,2015,3,16,False
427,William Bose,138,Customer Service,2003-10-21,107858,2003,10,21,False
428,Arjun Menon,64,Teller,2023-07-14,106732,2023,7,14,False
429,Rahul Martinez,114,Teller,2015-03-03,148358,2015,3,3,False
430,Susan Iyer,50,Teller,2019-04-29,87324,2019,4,29,False
431,Pooja Nair,112,Teller,2015-04-26,129982,2015,4,26,False
432,Anjali Iyer,76,Customer Service,2009-01-13,162330,2009,1,13,False
433,Manoj Rodriguez,8,Customer Service,2008-08-25,73352,2008,8,25,False
434,Sanjay Menon,63,Loan Officer,2017-10-27,153091,2017,10,27,False
435,Neha Pillai,71,Teller,2021-11-07,78595,2021,11,7,False
436,Barbara Verma,39,Loan Officer,2003-03-30,78827,2003,3,30,False
437,Divya Bose,57,Loan Officer,2021-06-27,127311,2021,6,27,False
438,Joseph Verma,76,Customer Service,2021-02-03,122511,2021,2,3,False
439,Rohan Malhotra,8,Customer Service,2002-10-09,111519,2002,10,9,False
440,Richard Rao,23,Loan Officer,2002-10-01,63146,2002,10,1,False
441,Richard Iyer,116,Loan Officer,2017-08-31,42651,2017,8,31,False
442,Michael Brown,53,Compliance Officer,2021-06-02,166159,2021,6,2,False
443,Ajay Kapoor,92,Customer Service,2010-01-03,160846,2010,1,3,False
444,Michael Martinez,85,Loan Officer,2016-04-13,162773,2016,4,13,False
445,Patricia Miller,83,Loan Officer,2025-05-29,105917,2025,5,29,False
446,Kiran Garcia,63,Teller,2008-03-15,162449,2008,3,15,False
447,Priya Menon,73,Relationship Manager,2005-09-19,99950,2005,9,19,False
448,Sarah Brown,124,Teller,2025-03-15,39476,2025,3,15,False
449,Pooja Malhotra,145,Teller,2007-02-17,58162,2007,2,17,False
450,Jessica Chatterjee,39,Compliance Officer,2012-01-05,69435,2012,1,5,False
451,Jennifer Smith,101,Customer Service,2011-03-28,85303,2011,3,28,False
452,Rahul Rao,146,Teller,2013-04-19,170736,2013,4,19,False
453,Linda Rao,2,Teller,2006-10-30,78589,2006,10,30,False
454,Priya Sharma,118,Teller,2017-04-04,121117,2017,4,4,False
455,Kiran Singh,75,Customer Service,2017-08-02,69151,2017,8,2,False
456,Kiran Gupta,146,Teller,2005-02-04,125777,2005,2,4,False
457,Joseph Patel,87,Relationship Manager,2012-03-22,114245,2012,3,22,False
458,Sanjay Gupta,126,Relationship Manager,2001-06-16,50865,2001,6,16,False
459,Vikram Bose,25,Branch Manager,2005-08-12,98265,2005,8,12,False
460,Karen Mehta,22,Customer Service,2025-02-02,44020,2025,2,2,False
461,Jennifer Verma,139,Teller,2012-11-13,163158,2012,11,13,False
462,Jessica Joshi,79,Teller,2015-10-29,135027,2015,10,29,False
463,Neha Bose,84,Customer Service,2022-08-03,171084,2022,8,3,False
464,Meera Joshi,26,Teller,2018-02-20,161094,2018,2,20,False
465,James Kumar,35,Teller,2020-02-20,61359,2020,2,20,False
466,Rahul Verma,123,Teller,2018-02-04,135498,2018,2,4,False
467,Ritu Malhotra,46,Teller,2012-09-04,43216,2012,9,4,False
468,Kiran Martinez,88,Loan Officer,2016-01-29,174011,2016,1,29,False
469,Sarah Rodriguez,48,Customer Service,2007-05-02,147371,2007,5,2,False
470,Robert Patel,40,Relationship Manager,2022-08-18,131433,2022,8,18,False
471,Barbara Menon,25,Customer Service,2004-07-27,179218,2004,7,27,False
472,Ritu Rao,140,Relationship Manager,2022-06-21,156730,2022,6,21,False
473,Suresh Verma,142,Loan Officer,2022-04-29,159267,2022,4,29,False
474,Neha Patel,18,Relationship Manager,2003-08-13,43219,2003,8,13,False
475,Jennifer Rodriguez,53,Branch Manager,2018-01-18,31602,2018,1,18,False
476,Robert Kapoor,85,Teller,2025-02-25,174088,2025,2,25,False
477,Karen Sharma,58,Relationship Manager,2014-07-17,66192,2014,7,17,False
478,Sneha Reddy,109,Teller,2008-08-25,92812,2008,8,25,False
479,Mary Verma,40,Teller,2013-01-10,34588,2013,1,10,False
480,Kavya Martinez,9,Teller,2003-02-03,122705,2003,2,3,False
481,Priya Menon,51,Loan Officer,2017-05-06,152758,2017,5,6,False
482,James Sharma,90,Loan Officer,2011-07-29,155945,2011,7,29,False
483,Patricia Williams,28,Branch Manager,2005-07-04,116373,2005,7,4,False
484,Charles Verma,123,Relationship Manager,2020-04-22,128521,2020,4,22,False
485,Rahul Nair,2,Teller,2003-01-24,106085,2003,1,24,False
486,Manoj Williams,11,Branch Manager,2005-07-26,95814,2005,7,26,False
487,Sarah Martinez,77,Teller,2011-11-01,112276,2011,11,1,False
488,Richard Jones,77,Relationship Manager,2001-01-01,170255,2001,1,1,False
489,Ajay Nair,45,Teller,2009-11-05,66372,2009,11,5,False
490,Charles Kumar,39,Teller,2023-02-16,99469,2023,2,16,False
491,Richard Menon,11,Branch Manager,2023-12-02,119449,2023,12,2,False
492,Charles Verma,100,Customer Service,2022-02-28,114662,2022,2,28,False
493,James Chatterjee,57,Customer Service,2008-03-26,32661,2008,3,26,False
494,Richard Miller,18,Customer Service,2001-08-25,71674,2001,8,25,False
495,Rohan Malhotra,60,Customer Service,2020-09-16,126193,2020,9,16,False
496,Deepak Reddy,141,Loan Officer,2009-06-27,133502,2009,6,27,False
497,Pooja Chopra,40,Teller,2019-01-12,139633,2019,1,12,False
498,Divya Chopra,135,Teller,2003-01-11,178688,2003,1,11,False
499,Priya Nair,39,Teller,2016-12-22,130299,2016,12,22,False
500,Robert Davis,28,Teller,2014-11-26,116109,2014,11,26,False
501,Thomas Nair,40,Loan Officer,2023-05-24,78481,2023,5,24,False
502,Meera Bose,49,Loan Officer,2002-08-04,84303,2002,8,4,False
503,Mary Menon,19,Customer Service,2010-05-14,153591,2010,5,14,False
504,Anjali Joshi,89,Loan Officer,2025-02-27,99243,2025,2,27,False
505,Kavya Garcia,51,Customer Service,2009-11-26,136762,2009,11,26,False
506,Barbara Rao,108,Customer Service,2016-09-21,46866,2016,9,21,False
507,Sanjay Brown,74,Teller,2004-02-03,47501,2004,2,3,False
508,Ritu Singh,67,Teller,2018-07-06,60752,2018,7,6,False
509,Mary Menon,71,Customer Service,2007-01-03,57661,2007,1,3,False
510,Robert Johnson,24,Customer Service,2014-07-17,120262,2014,7,17,False
511,Arjun Kapoor,107,Teller,2022-05-11,124840,2022,5,11,False
512,Meera Pillai,16,Teller,2016-10-19,112800,2016,10,19,False
513,James Chatterjee,109,Customer Service,2012-01-21,71991,2012,1,21,False
514,Arjun Verma,150,Customer Service,2004-10-30,115654,2004,10,30,False
515,Jennifer Brown,115,Teller,2008-09-03,46153,2008,9,3,False
516,Neha Joshi,69,Loan Officer,2021-08-01,99870,2021,8,1,False
517,Vikram Joshi,48,Relationship Manager,2005-06-29,51555,2005,6,29,False
518,Patricia Rao,131,Teller,2016-09-05,39665,2016,9,5,False
519,Arjun Menon,39,Relationship Manager,2012-04-28,53173,2012,4,28,False
520,Anjali Smith,73,Teller,2008-02-26,44892,2008,2,26,False
521,Suresh Mehta,116,Branch Manager,2018-03-19,100624,2018,3,19,False
522,Mary Johnson,139,Loan Officer,2009-03-15,110964,2009,3,15,False
523,David Pillai,139,Teller,2007-04-15,120322,2007,4,15,False
524,Elizabeth Singh,14,Relationship Manager,2013-06-14,94836,2013,6,14,False
525,Charles Joshi,135,Loan Officer,2019-04-04,54813,2019,4,4,False
526,Jennifer Reddy,18,Compliance Officer,2021-12-17,31175,2021,12,17,False
527,Suresh Williams,88,Teller,2016-01-03,136299,2016,1,3,False
528,Sanjay Smith,140,Relationship Manager,2016-10-28,177377,2016,10,28,False
529,Manoj Sharma,99,Relationship Manager,2020-01-06,70713,2020,1,6,False
530,William Chopra,143,Customer Service,2006-11-04,59114,2006,11,4,False
531,James Jones,52,Teller,2006-05-18,75356,2006,5,18,False
532,Deepak Chatterjee,48,Customer Service,2012-04-19,60587,2012,4,19,False
533,Barbara Davis,49,Branch Manager,2016-01-14,61971,2016,1,14,False
534,Neha Iyer,54,Relationship Manager,2016-06-01,103169,2016,6,1,False
535,Deepak Miller,103,Loan Officer,2003-11-28,147351,2003,11,28,False
536,Mary Patel,68,Teller,2019-11-03,136268,2019,11,3,False
537,James Patel,111,Teller,2009-03-31,173891,2009,3,31,False
538,James Smith,63,Customer Service,2022-04-18,82318,2022,4,18,False
539,Michael Rao,47,Compliance Officer,2018-05-30,102859,2018,5,30,False
540,John Malhotra,29,Teller,2024-12-24,85807,2024,12,24,False
541,Manoj Pillai,83,Customer Service,2016-01-20,34388,2016,1,20,False
542,Sneha Martinez,135,Relationship Manager,2013-05-28,87051,2013,5,28,False
543,Meera Desai,129,Teller,2004-10-09,67606,2004,10,9,False
544,Divya Desai,38,Teller,2010-02-17,100765,2010,2,17,False
545,Ajay Menon,72,Customer Service,2021-10-24,52023,2021,10,24,False
546,Elizabeth Verma,106,Customer Service,2009-09-16,140731,2009,9,16,False
547,Barbara Chatterjee,92,Teller,2001-05-10,156099,2001,5,10,False
548,Ritu Reddy,11,Relationship Manager,2006-03-25,174043,2006,3,25,False
549,David Johnson,89,Branch Manager,2015-02-16,40897,2015,2,16,False
550,John Rodriguez,6,Relationship Manager,2015-12-28,45880,2015,12,28,False
551,Arjun Singh,18,Relationship Manager,2025-01-01,174904,2025,1,1,False
552,Divya Jones,99,Relationship Manager,2023-09-25,156929,2023,9,25,False
553,Ajay Patel,16,Branch Manager,2013-07-04,117454,2013,7,4,False
554,Kiran Malhotra,51,Teller,2014-02-03,76873,2014,2,3,False
555,Robert Jones,89,Branch Manager,2020-05-07,106696,2020,5,7,False
556,Sanjay Iyer,99,Teller,2001-03-27,109419,2001,3,27,False
557,Ritu Miller,67,Customer Service,2015-02-16,156797,2015,2,16,False
558,Kavya Reddy,15,Teller,2012-01-18,108468,2012,1,18,False
559,Manoj Davis,120,Branch Manager,2019-11-26,32187,2019,11,26,False
560,Ritu Pillai,143,Teller,2020-05-04,134337,2020,5,4,False
561,Charles Williams,134,Teller,2016-08-29,146127,2016,8,29,False
562,Mary Pillai,113,Teller,2016-09-14,73307,2016,9,14,False
563,Charles Malhotra,61,Customer Service,2017-07-25,45723,2017,7,25,False
564,William Chatterjee,132,Customer Service,2014-09-29,49615,2014,9,29,False
565,Robert Chatterjee,74,Teller,2005-10-15,155798,2005,10,15,False
566,Jennifer Garcia,21,Relationship Manager,2007-03-26,96026,2007,3,26,False
567,Kavya Joshi,128,Relationship Manager,2018-11-08,108434,2018,11,8,False
568,Anita Rao,49,Teller,2015-09-19,174014,2015,9,19,False
569,Priya Pillai,141,Customer Service,2006-01-17,37291,2006,1,17,False
570,Pooja Desai,56,Loan Officer,2022-04-24,59302,2022,4,24,False
571,Priya Rao,131,Teller,2024-12-03,154653,2024,12,3,False
572,Vikram Verma,81,Branch Manager,2015-11-29,110101,2015,11,29,False
573,Patricia Brown,71,Teller,2005-10-15,32151,2005,10,15,False
574,Ritu Brown,45,Relationship Manager,2006-01-06,134838,2006,1,6,False
575,Charles Verma,126,Relationship Manager,2010-12-28,49032,2010,12,28,False
576,Michael Bose,10,Relationship Manager,2021-10-28,146885,2021,10,28,False
577,Manoj Nair,71,Customer Service,2013-03-26,149269,2013,3,26,False
578,Pooja Iyer,56,Customer Service,2006-03-05,153309,2006,3,5,False
579,John Davis,82,Compliance Officer,2002-01-13,98660,2002,1,13,False
580,Linda Reddy,39,Teller,2009-03-04,68709,2009,3,4,False
581,James Kapoor,100,Teller,2017-01-30,161971,2017,1,30,False
582,Barbara Menon,58,Customer Service,2018-03-01,112932,2018,3,1,False
583,Robert Kumar,29,Teller,2005-08-31,124585,2005,8,31,False
584,Rahul Mehta,30,Teller,2004-01-13,48750,2004,1,13,False
585,Rohan Joshi,105,Teller,2004-01-16,122776,2004,1,16,False
586,Meera Gupta,40,Customer Service,2001-08-19,116174,2001,8,19,False
587,Pooja Pillai,47,Teller,2012-05-11,72419,2012,5,11,False
588,Vikram Verma,95,Teller,2014-07-05,144561,2014,7,5,False
589,Anita Brown,50,Teller,2005-05-14,48319,2005,5,14,False
590,John Gupta,59,Loan Officer,2008-09-17,137345,2008,9,17,False
591,John Brown,37,Relationship Manager,2000-03-26,174098,2000,3,26,False
592,Vikram Brown,52,Teller,2000-04-19,114223,2000,4,19,False
593,James Desai,104,Customer Service,2009-05-31,43929,2009,5,31,False
594,Mary Malhotra,81,Customer Service,2000-07-03,112102,2000,7,3,False
595,William Miller,150,Teller,2008-02-02,108409,2008,2,2,False
596,Anjali Chatterjee,116,Relationship Manager,2014-10-06,111932,2014,10,6,False
597,Charles Williams,3,Customer Service,2000-10-16,69430,2000,10,16,False
598,Rahul Rodriguez,57,Customer Service,2015-09-14,123165,2015,9,14,False
599,Thomas Kumar,44,Teller,2015-10-15,68149,2015,10,15,False
600,Linda Martinez,89,Teller,2014-07-28,112795,2014,7,28,False
601,Jessica Kumar,40,Compliance Officer,2015-12-05,118377,2015,12,5,False
602,Patricia Desai,145,Customer Service,2020-07-26,126172,2020,7,26,False
603,Sanjay Johnson,45,Relationship Manager,2001-10-19,149285,2001,10,19,False
604,Linda Smith,79,Relationship Manager,2004-04-16,162145,2004,4,16,False
605,Jessica Pillai,19,Teller,2008-01-22,146131,2008,1,22,False
606,Meera Nair,137,Customer Service,2017-06-27,148972,2017,6,27,False
607,Sneha Nair,137,Loan Officer,2022-03-08,160057,2022,3,8,False
608,Charles Patel,120,Customer Service,2023-05-07,64856,2023,5,7,False
609,Priya Patel,53,Teller,2014-10-18,72521,2014,10,18,False
610,Divya Singh,9,Teller,2010-06-04,109024,2010,6,4,False
611,David Rao,107,Customer Service,2010-06-21,98794,2010,6,21,False
612,Neha Jones,65,Customer Service,2001-07-09,134723,2001,7,9,False
613,Suresh Mehta,149,Customer Service,2011-10-27,29418,2011,10,27,False
614,Amit Singh,105,Teller,2013-01-12,49125,2013,1,12,False
615,Charles Brown,81,Teller,2005-04-17,141522,2005,4,17,False
616,Jennifer Verma,149,Compliance Officer,2019-07-08,152938,2019,7,8,False
617,David Malhotra,121,Loan Officer,2020-08-19,73956,2020,8,19,False
618,Kiran Mehta,69,Loan Officer,2007-09-04,75262,2007,9,4,False
619,Priya Jones,3,Customer Service,2023-03-25,113347,2023,3,25,False
620,Richard Johnson,14,Loan Officer,2002-09-21,100521,2002,9,21,False
621,Sarah Rao,67,Customer Service,2023-02-22,53733,2023,2,22,False
622,Amit Patel,85,Loan Officer,2019-07-10,104069,2019,7,10,False
623,Priya Pillai,5,Relationship Manager,2005-09-09,152548,2005,9,9,False
624,Kavya Nair,19,Relationship Manager,2016-07-10,138890,2016,7,10,False
625,David Joshi,106,Relationship Manager,2007-11-24,152225,2007,11,24,False
626,Neha Miller,113,Customer Service,2020-04-28,125860,2020,4,28,False
627,Charles Patel,5,Loan Officer,2004-01-31,161372,2004,1,31,False
628,Kiran Jones,77,Customer Service,2006-03-23,65972,2006,3,23,False
629,Michael Rao,13,Relationship Manager,2007-10-22,34982,2007,10,22,False
630,Michael Garcia,109,Customer Service,2005-01-27,45334,2005,1,27,False
631,Charles Iyer,126,Customer Service,2015-04-25,178853,2015,4,25,False
632,Anita Sharma,131,Customer Service,2014-01-29,125358,2014,1,29,False
633,Kavya Garcia,90,Customer Service,2004-10-26,65662,2004,10,26,False
634,Thomas Williams,95,Customer Service,2005-02-22,157822,2005,2,22,False
635,Deepak Nair,139,Teller,2023-05-14,75033,2023,5,14,False
636,Karen Pillai,92,Loan Officer,2006-05-22,118786,2006,5,22,False
637,Jennifer Garcia,67,Customer Service,2002-08-15,65899,2002,8,15,False
638,Robert Gupta,114,Teller,2011-07-16,42423,2011,7,16,False
639,Ajay Miller,89,Relationship Manager,2000-03-04,68664,2000,3,4,False
640,Jennifer Bose,127,Customer Service,2008-09-15,62682,2008,9,15,False
641,Kiran Gupta,79,Teller,2021-09-23,112004,2021,9,23,False
642,Barbara Menon,131,Relationship Manager,2006-10-18,31145,2006,10,18,False
643,Patricia Davis,7,Customer Service,2017-11-20,64451,2017,11,20,False
644,Richard Williams,6,Customer Service,2012-06-12,114301,2012,6,12,False
645,Vikram Rao,15,Loan Officer,2009-01-11,87853,2009,1,11,False
646,Sarah Kapoor,84,Relationship Manager,2016-10-24,124662,2016,10,24,False
647,Divya Menon,107,Loan Officer,2015-02-19,127652,2015,2,19,False
648,Vikram Desai,33,Customer Service,2008-02-02,174737,2008,2,2,False
649,Thomas Desai,24,Teller,2005-09-06,155075,2005,9,6,False
650,Neha Kapoor,130,Customer Service,2023-04-20,62689,2023,4,20,False
651,Ajay Sharma,113,Customer Service,2004-04-12,133296,2004,4,12,False
652,Thomas Gupta,98,Customer Service,2024-05-21,123340,2024,5,21,False
653,Michael Jones,74,Loan Officer,2025-05-01,118337,2025,5,1,False
654,Thomas Gupta,64,Relationship Manager,2008-12-22,149445,2008,12,22,False
655,Ritu Sharma,4,Customer Service,2014-05-16,50454,2014,5,16,False
656,William Johnson,29,Teller,2015-08-21,85026,2015,8,21,False
657,Kiran Miller,135,Compliance Officer,2008-08-10,152049,2008,8,10,False
658,Sneha Reddy,51,Customer Service,2005-07-18,163608,2005,7,18,False
659,Sneha Verma,106,Compliance Officer,2013-03-23,33665,2013,3,23,False
660,Richard Menon,106,Compliance Officer,2016-11-05,99663,2016,11,5,False
661,Deepak Iyer,47,Relationship Manager,2006-08-23,68157,2006,8,23,False
662,Mary Pillai,31,Customer Service,2019-06-28,53529,2019,6,28,False
663,Richard Kapoor,104,Customer Service,2016-03-27,36672,2016,3,27,False
664,Sarah Johnson,15,Teller,2004-03-26,109783,2004,3,26,False
665,Karen Miller,75,Branch Manager,2023-11-09,129449,2023,11,9,False
666,Karen Kumar,134,Customer Service,2001-02-11,108751,2001,2,11,False
667,Michael Reddy,107,Branch Manager,2016-08-12,83992,2016,8,12,False
668,Elizabeth Martinez,115,Relationship Manager,2011-03-04,145238,2011,3,4,False
669,Patricia Nair,13,Teller,2016-08-13,127111,2016,8,13,False
670,Amit Joshi,30,Loan Officer,2019-09-03,166080,2019,9,3,False
671,Joseph Verma,42,Branch Manager,2017-06-19,80748,2017,6,19,False
672,Amit Johnson,44,Loan Officer,2016-07-16,64323,2016,7,16,False
673,Sneha Martinez,30,Teller,2021-05-15,97272,2021,5,15,False
674,Kavya Pillai,146,Teller,2017-11-02,105044,2017,11,2,False
675,Priya Chopra,25,Relationship Manager,2010-03-28,97610,2010,3,28,False
676,Neha Chatterjee,107,Loan Officer,2005-12-20,154525,2005,12,20,False
677,Sneha Joshi,89,Teller,2015-07-23,34928,2015,7,23,False
678,Neha Brown,92,Teller,2013-07-07,108220,2013,7,7,False
679,Vikram Rodriguez,33,Loan Officer,2001-12-17,93394,2001,12,17,False
680,Richard Johnson,47,Teller,2005-03-12,60051,2005,3,12,False
681,David Smith,91,Customer Service,2024-08-03,125441,2024,8,3,False
682,Divya Chatterjee,45,Customer Service,2018-06-16,149802,2018,6,16,False
683,Joseph Pillai,105,Teller,2019-03-10,110999,2019,3,10,False
684,Priya Jones,6,Customer Service,2005-01-02,40912,2005,1,2,False
685,William Kumar,11,Teller,2001-08-19,39443,2001,8,19,False
686,Sarah Reddy,110,Teller,2007-05-27,92087,2007,5,27,False
687,Rohan Williams,93,Relationship Manager,2021-10-11,129544,2021,10,11,False
688,Vikram Joshi,7,Branch Manager,2012-11-15,75653,2012,11,15,False
689,Rohan Desai,135,Relationship Manager,2019-12-10,74947,2019,12,10,False
690,Joseph Rao,1,Teller,2012-05-15,158736,2012,5,15,False
691,Ajay Kumar,144,Teller,2012-06-16,30194,2012,6,16,False
692,Rohan Verma,110,Loan Officer,2015-04-09,40119,2015,4,9,False
693,Manoj Malhotra,149,Loan Officer,2024-05-15,51650,2024,5,15,False
694,Pooja Patel,143,Compliance Officer,2011-02-12,177505,2011,2,12,False
695,Priya Menon,47,Teller,2015-02-21,103629,2015,2,21,False
696,Anjali Johnson,114,Relationship Manager,2023-05-15,52059,2023,5,15,False
697,Jennifer Garcia,32,Relationship Manager,2009-06-18,75181,2009,6,18,False
698,Deepak Menon,71,Customer Service,2021-05-07,175351,2021,5,7,False
699,Ritu Rodriguez,37,Teller,2013-08-06,133546,2013,8,6,False
700,Anita Martinez,73,Branch Manager,2022-05-05,62001,2022,5,5,False
701,Pooja Malhotra,131,Teller,2011-11-21,64579,2011,11,21,False
702,Rohan Garcia,66,Customer Service,2015-12-31,39393,2015,12,31,False
703,Barbara Nair,14,Loan Officer,2008-03-20,145465,2008,3,20,False
704,Divya Rodriguez,49,Relationship Manager,2016-02-20,48885,2016,2,20,False
705,David Garcia,118,Customer Service,2008-04-16,71544,2008,4,16,False
706,Richard Pillai,79,Branch Manager,2015-06-26,80952,2015,6,26,False
707,Rohan Garcia,85,Customer Service,2020-01-18,122371,2020,1,18,False
708,Ritu Williams,65,Branch Manager,2011-01-20,120160,2011,1,20,False
709,Jessica Singh,44,Relationship Manager,2010-11-28,149480,2010,11,28,False
710,Anita Desai,90,Teller,2008-03-09,73185,2008,3,9,False
711,Mary Brown,95,Compliance Officer,2018-07-25,86604,2018,7,25,False
712,Robert Kumar,135,Relationship Manager,2015-01-17,87071,2015,1,17,False
713,John Reddy,93,Relationship Manager,2013-02-15,35114,2013,2,15,False
714,John Bose,150,Loan Officer,2000-08-25,140111,2000,8,25,False
715,Suresh Brown,124,Relationship Manager,2002-10-19,109387,2002,10,19,False
716,Ritu Menon,12,Teller,2000-03-10,100303,2000,3,10,False
717,Manoj Mehta,59,Customer Service,2021-08-10,179302,2021,8,10,False
718,John Chatterjee,58,Teller,2021-08-23,55184,2021,8,23,False
719,Patricia Sharma,1,Teller,2001-09-22,175286,2001,9,22,False
720,Barbara Pillai,28,Loan Officer,2001-03-06,131416,2001,3,6,False
721,Amit Mehta,115,Teller,2019-11-11,61595,2019,11,11,False
722,Susan Brown,53,Loan Officer,2013-05-03,131135,2013,5,3,False
723,Karen Joshi,23,Relationship Manager,2007-11-07,142865,2007,11,7,False
724,Linda Malhotra,44,Teller,2015-08-18,83096,2015,8,18,False
725,Rahul Martinez,42,Customer Service,2006-01-04,80432,2006,1,4,False
726,Richard Reddy,27,Teller,2005-01-13,154948,2005,1,13,False
727,John Verma,16,Customer Service,2009-05-04,52361,2009,5,4,False
728,Pooja Reddy,115,Customer Service,2022-10-07,30027,2022,10,7,False
729,Deepak Pillai,124,Loan Officer,2019-07-01,129219,2019,7,1,False
730,James Desai,75,Customer Service,2004-10-30,165794,2004,10,30,False
731,Sarah Miller,93,Relationship Manager,2014-04-11,104132,2014,4,11,False
732,Manoj Menon,138,Relationship Manager,2022-06-24,48516,2022,6,24,False
733,Kavya Patel,127,Loan Officer,2024-03-08,109963,2024,3,8,False
734,Suresh Kumar,5,Loan Officer,2019-05-23,66286,2019,5,23,False
735,Sarah Chopra,143,Customer Service,2003-04-11,153763,2003,4,11,False
736,Jessica Iyer,11,Teller,2006-02-12,121040,2006,2,12,False
737,Rahul Patel,4,Relationship Manager,2005-07-22,79154,2005,7,22,False
738,Michael Patel,61,Teller,2003-10-31,122932,2003,10,31,False
739,Elizabeth Chatterjee,112,Relationship Manager,2004-06-15,129398,2004,6,15,False
740,Sneha Verma,13,Teller,2008-01-14,131168,2008,1,14,False
741,Arjun Rodriguez,44,Teller,2014-02-12,83661,2014,2,12,False
742,Robert Sharma,40,Compliance Officer,2010-02-11,114735,2010,2,11,False
743,Anita Garcia,60,Relationship Manager,2010-09-11,34494,2010,9,11,False
744,Joseph Verma,148,Relationship Manager,2006-03-31,89339,2006,3,31,False
745,Anita Brown,50,Compliance Officer,2025-05-21,85458,2025,5,21,False
746,Ajay Williams,32,Loan Officer,2015-03-23,109270,2015,3,23,False
747,Patricia Kumar,19,Teller,2005-11-01,172405,2005,11,1,False
748,Meera Williams,30,Teller,2020-08-02,172937,2020,8,2,False
749,Charles Rao,20,Branch Manager,2021-02-09,101455,2021,2,9,False
750,Sanjay Malhotra,87,Teller,2024-07-27,126213,2024,7,27,False
751,Sarah Kumar,64,Relationship Manager,2004-01-17,44451,2004,1,17,False
